source,reference,prediction,reference_len,prediction_len,token_f1,length_gap
疾病 哀愁 悲伤 痛苦,""" Oppression or illness "" "" Or sorrow or pain """,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,11,15,0.0,4
干杯 亲爱的教授,"Cheers, Professor!",the <unk> of the <unk> of the <unk> .,4,9,0.0,5
小美人 看我这边,Here is something else!,"the <unk> , i ' m going to me .",5,10,0.0,5
多有趣呀,What if we take the mountains to the north?,that ' s <unk> .,10,5,0.0,5
我不知道他是否遇到了麻烦。,Is he all right?,i don ' t know i ' t know .,5,10,0.0,5
绅士们 小伙们,""" A gentleman"" "" A young man""","ladies , gentlemen .",9,4,0.0,5
我們的胸膛就是他的盾牌！,Our breast is his shield.,we ' s <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> !,6,12,0.0,6
當身邊所有的事情開始運作,When all things around us operate,the <unk> of the <unk> of the <unk> of the <unk> .,6,12,0.0,6
有必要所有人都在这儿吗？ 回自己位置上去,"Well, is it necessary for us all to be here at one time?",""" ' s the <unk> <unk> the <unk> .",15,9,0.0,6
这钱并不干净 Tony这些钱不是靠正档工作赚来的。,Cesca!,that ' s not that ' t be .,2,9,0.0,7
党同伐异,Intolerance,<unk> <unk> <unk> <unk> <unk> <unk> <unk> .,1,8,0.0,7
他們實在是寡不敵眾！,The fight is too uneven!,he ' s <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,6,16,0.0,10
真的 你指望我相信你吗,Really? Expect me to believe that?,you ' you you you you you you you you you you you you you you you you you you .,8,21,0.0,13
他们可以24小时工作 没有人能够区别机器人和真人,"24 more hours of work ― and no man, Joh Fredersen, will be able to differentiate the Machine-Man from a mortal ― !",""" they ' <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .",27,14,0.0,13
千万不要僵持于永无止境的壕沟战,Shove ahead out there and don't stick to that everlasting trench warfare!,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,15,36,0.0,21
愛人也還沒有敞開心扉,The lover who is yet to show,""" ' s <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .",7,30,0.0,23
影片《尼伯龍根》在當時沒有留存下一個完整的通用的德國版本,"Despite having more or less always been in circulation,",the <unk> <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> .,10,35,0.0,25
"""明天，这花蕾将盛放""",This bud will blossom...tomorrow.,""" "" , , , "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """,9,50,0.0,41
音乐 戈特福里德·休帕茨 雕塑 沃尔特·舒尔茨,Music: Gottfried Huppertz. Sculptor:,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,7,50,0.0,43
